neutral,start erj145 flights chicago evansville avgeek
negative,baggage fee waived premier please membership
positive,cyndi troy gold star
neutral,boardingpass checkin guess set
negative,wonderful bag claim people finally bag catch earlier flight original flight landed wastedtime
positive,flight attendant super helpful finding bag left flight excellent customer service name fits
neutral,kidding send stuff thanks
negative,days late flightr bag left iad united helping tells story
positive,traveling guests mileage plus using miles customer service
neutral,hoping dept dullestostatecollege runningonthreehoursofsleep delayedovernight
negative,lose gate checked bag den ord direct flight ugh
positive,bringing game premium cabin dining
neutral,flight miami ewr annual sobewff trip
negative,caught earlier flight ord gate checked bag lost original flight lands
positive,rough moment bad passenger earlier flight considerably
neutral,look forward hearing soon
negative,please follow dm missing bag
positive,awesome thx thx replying damn fast hell beats cheeze hold
neutral,hi left asus tablet flight heathrow newark feb wondered takes check found
negative,left item plane calling stop answering please help
positive,thanks getting businessfirst priority tagged bag onto connecting flight ewr despite hour layover nice job
neutral,chance allowing reflight booking travel denver weekend due impending storm
negative,call speak fix people luggage saturday
positive,amazing flying miles unitedairlines alliance jilted moneyelsewhere
neutral,hello flight months ago constantly peanuts anyway send
negative,tell employees denver baggage claim
positive,met customer service arrival flight ua3787 thanks guys handled
neutral,lh return business ticket den fly domestic checked claim
negative,diverted missed connecting flight told bag msy people cared
positive,thanks totally appreciate super easy
neutral,united phone representative web password normal
negative,male agnt las threatens canadian cust cust takes pic gate agents announce help rebook friendlyskies
positive,elizabeth washington dulles hooked connecting flight super
neutral,searching flights redeem miles getting search results user accounts reason
negative,home tonight cancelled flight leg reserv ph6rps
positive,jt thanks help complete form home
neutral,phone customer service question
negative,stressed rude agents overwhelmed delyd flight yelling people pretty friendlyskies
positive,dealing frustrated passenegers hope day thank amazing airline
neutral,kids left kindle fire hd onboard ua1037 row row amongst help
negative,landed boston night hours traveling rough tho
positive,thank wish lady little rock told morning
neutral,surprised happened soft landing policy level
negative,fail cancelled flightled flight frm gjt reserv home iah reflight booking ph6rps
positive,thank speedy figured nature guys fine print haha
neutral,pay person portland airport flying perth air
negative,fly list airlines wait connector late flight stuck iah
positive,holy speed internet speeds united club iad insanely thanks
neutral,understand pilot plane class empty coach seats near premier
negative,mere online issue statement vice calling talking directly example
positive,thanks timely service staff getting wife cancun past week honeymoon
neutral,airport portland buy ticket picked late flightr perth australia thanks
negative,weekend dealing company otherwise
positive,expiring offer buy transfer united mileageplus miles discount offers
neutral,happens m8 spook scare
negative,flight gone businesstravel goodenoughmother
positive,thanks please mention quiche breakfast tandoori chicken dinner entrees accompaniments truly class
neutral,notice start boarding assumed time boarding started gas cleared standbys flt
negative,proper sorry wait flight look issue handle
positive,note employees encountered newark fabulous late flight connecting flight
neutral,book fare miles flights option pay flight miles ump visa
negative,customer service stood inline hours flights hours late flightr bagdisgutedindenver
positive,doing holding flight peeps late flight connecting flight destination time
neutral,lgjw7b voluntarily leg journey economy supposed res agent reserve
negative,boarding time min gate agent started check bag
positive,stay warm passing chicago week
neutral,partner booked individual reservations flight pr silver share premier privileges somehow
negative,agent las letting customers help rebook delayed flight den unfriendlyskies
positive,wifi onboard superior pricing performance bandwidth late recent experiences
neutral,bought round trip chicago days flight half discount
negative,empathizes disappointment flight entertainmnt worth unfriendlyskies
positive,thankful service newark seats fixed seated fab landing fort
neutral,stars bars a320 avgeek
negative,searched mileage tickets bom single saver awards play earn miles
positive,brandi zabsonre denver deserves raise bringing delight terrible travel situation ups
neutral,standby connecting flight list nudgenudge told slots save please
negative,flight arrives minutes wait hour bags
positive,pleasantly surprised ana major upgrades transpacific route flights planes service
neutral,looking heard call frankly standard sop
negative,issue called confirm location
positive,worries tweets tag line fly friendly skies
neutral,interrogated united club chicago unitedairlines rude poorform
negative,waiting hear wallet stolen planes appreciate resolution
positive,am thankful united ground staff seat flight home late flight
neutral,access frankfurt arrival lounge flying global class
negative,cs miles repair damage travel exp worst flight
positive,thank club comfortable difficult weather days proficient enjoyable
neutral,email cust care issue offering voucher claim emailed reply dm
negative,am signed notifications trip updated happened
positive,apple live ua1207 nice crew americanair biscuits ua
neutral,possiable checkin online schiphol
negative,line responses waiting tomorrow morning flights overbooked
positive,thx help meagan fouty brancato fl2771 dfw gate preboard b4 please please
neutral,fr silver elite straight time maybe
negative,exact aircraft lax days ago fit agent told nonsense policy change
positive,thanks southwest saving trip sweetheart miss seeing altonbrownlive thanks sohappy
neutral,cool home house ok wind chill
negative,helpful agents club helped am baggage fees night doing business
positive,mind moved flight tomorrow thanks
neutral,please reroute oregon tennis santa barbara supposedly connection la
negative,charge ticket change fees incur mysterious costs incur
positive,managed sorted phone luck dealing snow
neutral,online inchecking able netherlands
negative,exhausted link fb post abt travel issue
positive,weather bc system outage hopefully goes smoothly thank follow
neutral,special promotions flights departing newark nj st antigua
negative,denied getting plane getting chance prove fits rookie read bio
positive,thank awesome flights sweetheart screwed managed scramble sw plane
neutral,hi premium ec upgrade paid mileage bf upgrade prem eco upgrade fare refunded
negative,experienced worst customer service placing blame codeshare partners assuming responsibility unacceptable
positive,tickets arrived auction thanks
neutral,deaffriendly getting read review
negative,currently board check terrible staff rude expensive luggage thrown etc
positive,tv stream means spend flight watching world cup finals throwback bestflightever
neutral,waiting response allow rear facing car seat erj145
negative,fucked voided ticket kept money apology fly airline unitedairlines
positive,rt airline favorite dia
neutral,pricey chase mileage plus cc
negative,worst customer kevin rep call center investigated lost help
positive,airport snow removal method folks
neutral,embossed badges patches superior ones currently using
negative,sell tickets terrible service ua staff reach silver
positive,thx quick response bf voucher satisfied happycustomer
neutral,death family flight tomorrow phone rep quoted person fee cost ticket help
negative,demoted gold cuz hubby pqd tho enuf spent
positive,sent dm oyu additional information
neutral,assistance change flight ailing parent flight leaving tuesday change asap sooner custserv
negative,yes lots terrible customer service newark despite raising complaint ignored hence tweet
positive,strives customer centric communications advertising customer journey etc anamarketers
neutral,airlines changing mileageplus program march
negative,lovely plane lga ord power outlets
positive,customer centricity knowing people anamarketers
neutral,club lax terminal gate
negative,tweet id reveal home address web
positive,moms careers day trip la intuitlife leanin southwestairlines
neutral,definately award employer united13
negative,filed delayed bag report flight cancelled flightled
positive,airline hands amazing customer service bags free affordable flights happycamper
neutral,change flight tuesday sooner attend ailing parent fl custserv
negative,lands ewr baggage claim file sent employee droppeditoffyet
positive,thanks las counter beyond help abq flight cancelled
neutral,emailed expedient contact please advise thanks
negative,rarely ceases worse hope time fly
positive,thank taking care people
neutral,click lounges tab flying supported airline
negative,albanyairport delayed departure check bags gate claiming space filled walk spaces delay poorcustomerservice
positive,smoothest flight attendants southwestsmoothie
neutral,grandma love birthday greeting flight stewardess eastern airlines
negative,cancelled flighted flights reason phone hour vacation
positive,thanks team dealing flight houston
neutral,hiring flight dispatcher chicago il operations
negative,response shaking head forth tsk customer service apology
positive,bumped preboard flights whatever reason
neutral,updated power outlets tvs flying ord
negative,dm resolve correctly extremely disappointed service received terrible management
positive,left ipad seat pocket filed lost item report received exactly week late flightr record unbelievable
neutral,van gogh fans visit europe
negative,premier gold desk changes flight waives fees wrong flight jana acosta salt lake refuses service angry
positive,help upgrade buisness select cant hail guys
neutral,van gogh fans visit europe
negative,consistent unfortunately consistent doing job alwaysdelayedonunited
positive,loving planes lighting wish windows larger
neutral,eat airport areyounew incompetent no800number feeltheheat
negative,time flying united time terrible branson virginatlantic unitedairlines
positive,cool shot moon fleet
neutral,trying locate passenger landed hrs ago ua938 assist flight customs please help
negative,committed continentalairlines flyer merger remember switched communicationfail
positive,looking forward flying swa luv airline dtw mdw tus
neutral,hi booked flight yesterday received email confirmation error active flight segments
negative,offer ticket coach instead cancelled flighting reservation notfair
positive,love airline thanks service snacks outstanding
neutral,updates dot looking united fares london week
negative,saying flight unaccounted lost time lots frustrated flyers standing
positive,flight cabo week family smoothflight frequentflyer
neutral,milage sent mail via dm following follow sent dm
negative,gate announcement delay due maintenance app late flight arriving aircraft tell
positive,late flightst ad makes happy flying days bethonors
neutral,maybe losing medallion probablynot
negative,easily worst company experienced lost personal possessions care
positive,black history month months economic base corp
neutral,live abroad am flight booking flights visit
negative,app arriving aircraft departing flight delayed due late flight arriving aircraft
positive,awesome flight dallas ny virgin america refused bc peanut allergy guys
neutral,filled form received sort email confirmation received normal
negative,airport hrs late flightr guys killing trying stay positive
positive,flight wifi wifi calling makes combination love texting feet air
neutral,n26902 dreamliner leaves london heathrow
negative,service levels reaches etihad realistically lufthansa ill consider
positive,thanks smooth safe fast boston houston luvswa
neutral,snacks available fresh happened grab bite sfo connection
negative,called sick forgot call hour late flight theworst
positive,love customer service lou ann phx rocks thanks sw ourguest
neutral,turkish airlines rebooked united flight leg fra iad check upgrades available
negative,flight attendant typical compensation free tv unacceptable
positive,katie gate c47 denver international fantastic customer service helping thx amazing
neutral,hey left favorite blanket plane bring home
negative,disappointment simply unpleased currently flight cant wait home
positive,crew flight tell sent tweet maybe free wifi canthurtasking
neutral,ok noted details shortly
negative,round trip speaking friend stranded twice hours staff rude
positive,happy enter sweepstakes nutsaboutsouthwest
neutral,info delays sfo tomorrow due low clouds
negative,found people actually hates people isis thats united airlines
positive,favorite airlines issues plus crew entertaining
neutral,day friend premier soon chance upgrade hr leg flights ecom plus
negative,nope walked orf terminal united agent found minute board panicked people
positive,flight attendants sass giving
neutral,ok counters located late flight
negative,time finally dallas driven frustration cheaper
positive,oh worries seen card
neutral,please tell united flies sydney australia pref asia pac voucher redeem
negative,trying final destination compensation personal time wasted
positive,thank thank thank attempt win destinationdragons tickets
neutral,flights appear applied mileageplus account help
negative,guy customer service spent effort clearing bins rollerboards instead art projects
positive,flight wheels stop glad thanks professionals front
neutral,aussie cowgirl lookin cowboy fort worth estelle
negative,bag plane seattle flight waiting line talk bag status matter
positive,eyes steps improving inflight wifi runway girl
neutral,distinguish boarding premier credit card holders
negative,apparently people board miscalculation
positive,san flt attendant melissa fast smiling weather cancelled flight day b4 welcome
neutral,sprinted concourse coughed lung process am
negative,shame choosing united difference reuniting aging friends seeing poorservice
positive,thank customer service accidents happen understand hopefully
neutral,meet book arrive yes please amypoehler oscar
negative,checking status claim months attention upset
positive,thanks quick response call daily wait days
neutral,hopefully feedback bafore flight
negative,flight delayed due maintenance lit caused miss connection iah msy help
positive,seeing workers time time beyond love flying guys thank
neutral,invite fallow learn programs health
negative,unitedairlines pls fix aspenbaggagefail issues pay own aspen flight cancelled flight left cold den
positive,travel agent darrel love field hosting paper airplane contest entertain children awesome
neutral,nice lhr congrats sticking
negative,read bio encountered airline disappointed understatement
positive,kudos staff dallas love field lifting spirits delays cancelled flightlations
neutral,flight arrives following flight
negative,customer care email phone rep speak issues placed characters
positive,fun delay nashville las vegas crew gate c9 desk patience luvswa
neutral,bought flight united ebokeers paris miami chance check ok
negative,process recovering car rental condo rental florida called united alternate flight noanswer
positive,strip fast stoked special thx
neutral,worries control emails keeping
negative,waiting tarmac apparently ua116 overweight returned gate wtf fb
positive,bring jackson miss terribly airlines
neutral,ord phl flight pm delayed dm kinda hoping stranded ord
negative,thank mention boarded person measure bag woman
positive,hours degree difference yes mht mco
neutral,happened flight status map cool
negative,leave tarmac gate agent agree head count min counting people max epicfailunited
positive,looks bellagio luck vinyl
neutral,hi guys submitted request reimbursement night stay coming dominican help
negative,real dedication concern apologies fix issue nor miserable issues past mos
positive,pair tickets waiting sports practice live definitely
neutral,yes complain coworker neither customer service airside
negative,blocked complain public forum
positive,crew doing job keeping informed delays givethemraises
neutral,sorry hear flight help reflight booking
negative,booked flights charged twice means redeem cc properly gone elsewhere
positive,easy locals strip book
neutral,alright thank page routes aircraft specifically
negative,ton getting bags run day whats
positive,luv television commercials traveled airline return trip
neutral,sent note suggestions thanks getting
negative,pedophile airline split yr daughter rows apart flight boston
positive,netneutrality nice prioritize internet traffic own streaming service web
neutral,ua1564 ord waiting deplane catch ua4232 clt chance waiting
negative,waiting days military bags airport hours horrible
positive,ahead start scavenger hunt pm destinationdragons
neutral,pty pit via iah
negative,arriving minutes nice equipment ready waiting minutes luggage time gains wiped
positive,awesome staff check paper airplane race sw gift card ppl entertained delays
neutral,redeem miles round trip itinerary book separate reservations
negative,doing musicians real dirty lax blocked getting flight bass
positive,call apologizing personally waits week trying rebook flights class act appreciate
neutral,understandable try flight booking times passengers messages mentioned agents price
negative,rebooked line people deep
positive,terry husband thru security retrieve cellphone left plane austin terry
neutral,patiently drinking tweeting experience
negative,pay actually fly deserve service cc holder
positive,terry husband thru security retrieve cellphone left plane austin terry
neutral,promo includes brian williams tough edit quickly complaint observation
negative,happy flyer ua flight sfo cleveland sunday stay tuned blog article
positive,terry hero husband thru security retrieve cellphone austin terry
neutral,currently operate aircraft operate
negative,min delays flt sfo load pax makes sense strand overnight ord due missed cnxns
positive,stick flying free southwest son wonderful company moms fly free
neutral,southwest mechanical round trip vouchers step plate flight
negative,heads check bags checked arrived claim bags
positive,love passbook update day released thank
neutral,reservation changed connecting flight change incurring fee
negative,drone understand frustration bag team hard
positive,safety dos announcer flight midway pittsburgh
neutral,raise dispute cc provider hopefully
negative,change hours online am thrilled loved agent
positive,lax las bna thanks
neutral,chase referral bonus thanks
negative,flight attendant understand understanding english mean deaf stop yelling english slowly
positive,help nice lady phone georgia thank
neutral,cancelled flighting bought ticket friend cant credit name
negative,appropriate public united employee answer process hassle cancelled flighted
positive,thanks quick travel lol
neutral,trade awesome deals sunkist
negative,trying hate airline fee checked bag mentioned ticket rude agents
positive,thanks motions shortly flight yesterday wonder quickly flight attendants notified
neutral,please left ipad air flight nyc paris yesterday touch locally
negative,nice app delayed weather pilot waiting fuel ur control
positive,thanks adding passbook hopefully passbook tickets future somehow
neutral,baggage check international flights
negative,ok thank provide complimentary hotel accommodations stay overnight
positive,arrived late flight pilots dia time impressive outstanding greatservice allgood
neutral,sfo clearvision tv4u united terminal sfo airport
negative,originally trying share details link jimmy samartzis vice president customer experience sent expired
positive,glad flying luv airline tomorrow
neutral,credit flight cancelled flightled flt booked yr orig purchase date flown date
negative,hr delay gate changes boarded sent boarded change flight
positive,thank customer service trying san antonio staff alerts helpful boo
neutral,partners trip nyc bought tickets time please seat ilc0hp
negative,ac minutes returning mojave desert pressurecooker heattrap
positive,love flying southwest excellent service yourselves
neutral,ha happened ago flown
negative,nope helped giving united badservice
positive,price changed minutes talked lady honored cheap1
neutral,please burn dreams burningman tickets sales
negative,airline causes missed connection whatever steps remedy screw
positive,sent dm thanks attentiveness matter
neutral,send personal plane school icing stuck
negative,thank help taking hours reply message middle actually helpful
positive,thank confirmation maybe people flight directional dislexia
neutral,start flights neworleans cancun avgeek
negative,flight ua1270 descending farce left ewr worse
positive,beyond awesome pair tickets atl girl dream destinationdragons
neutral,fail set song united breaks guitars
negative,told due ua23 flies direct dublin london complete
positive,thx follow sent dm
neutral,yes love upgrade voucher please call
negative,min ewr baggage claim stillnobags ridiculous
positive,crew wn3946 rita hilarious flight
neutral,cheaper fly bkk nrt bkk extra flight
negative,standby denver delayed confirmed aspen flights cancelled flighted day confidence
positive,thanks helping mom plane customerservice
neutral,flying stl saturday expecting ice snow start looking travel waivers
negative,yes plane delayed due baggage loading issue
positive,kudos crew flight grr special memory sweet passenger momma
neutral,add miles january air china flight mileageplus account
negative,pt cancelled finally stndby flight missedwork clientnothappy
positive,beers oscars2015 ar dia
neutral,submitted status match week heard im delta customer looking switch united please assist
negative,justifiable cost flight seats airline charges conveniently passengers
positive,pulling runway friends seat mates thanks response cb
neutral,pri boarding active military uniform travel uniform opsec reason official travel
negative,woke flight moved hrs barely flight hrs layover sfo hop earlier option
positive,southwest airline hate baggage runs checked bag
neutral,leisure military personnel safety reason highly recommended travel uniform
negative,delayed baggage claim land hopefully bag broken damaged lost result complaints
positive,beautiful view flying san jose ca evening
neutral,hi am flying domestic sea hnl pay lounge fly international thanks
negative,send screen shot call minutes
positive,thank swa shannon miracle awesome
neutral,volumes profit aviation aircargo
negative,fill form soon land duped hope appreciate feedback
positive,changed flight st louis thanks reply
neutral,sucks money book flight love life miles
negative,line denver rebook due weather issues
positive,companion pass wife time thanks southwest travel
neutral,speaking flight skateboards allowed carry bagage extra payment
negative,ones suffer understand delays understand trying speed process delays extent
positive,constantly providing wonderful views southwestluv
neutral,link message replying itproblems
negative,cancelled flighted flights late flightr agent claimed flight cancelled flighted coworker delayed
positive,lol am am card lol enjoy flying guys
neutral,hi read weather warnings east coast flight lhr sfo affected
negative,urgency ridiculous ceo claims customer focused delays happen planes sit customers
positive,anniversary april sweethearts companions lifetime sons families love
neutral,am allowed bring duffle bag pack carry personal item flying ny
negative,refund delaying hours giving reason partial credit
positive,miss mine terribly anniversary amazing mean luv air dontmakemebeg
neutral,thanks ua1121 den min tarmac
negative,flight scheduled moved flight moved sense
positive,redcarpet southwest companion pass
neutral,am flying msp dxb child trip buy return ticket child
negative,bulkhead seats bags floor reserve space seats ua246 impressed
positive,companion pass deserves redcarpet treatment
neutral,multiplier ticket price equal amount miles travel transatlantic
negative,helpful refresh boarding time info boarding passes delayed flights
positive,brighter stars combined red carpet
neutral,hello wondering turkish airlines flights united miles thanks
negative,flights delays including cancelled flightations late flightst reason crew mandatory sleep
positive,love companion pass hollymais
neutral,returned vacation luggage services golf bag wrap
negative,saga bag delay reunion forced shopping stay tuned
positive,continue amazed amazing customer service thank
neutral,link tweet goes internal email probably party contracts
negative,flight gate agent tried prevent taking onboard bag flight crew
positive,thanks connection thru nashville a1 boarding pass dallas gate boarding min flt
neutral,ord roc fam sna dad miles
negative,guys split charges credit cards unnecessarily expensive people fly guys pts
positive,weather slowing fault time southwest flight mine late flight complain
neutral,referral program milageplus explorer card
negative,ua381 feb overselling bad people wait kick boarding worse
positive,beautiful fleet perfect evening
neutral,sent email describing experience looking forward follow hopefully
negative,cancelled flightled flight twice
positive,leave bur ten minutes late flight arrive sjc minute supposed gettingbetter
neutral,changing rno late flight morning afternoon
negative,chance wait ord afternoon flight screwed hold
positive,thanks minor delay deal concern boarding amazing
neutral,unitedairlines wont wait fam connecting flight leaves instead airport planes stop
negative,ua5396 wait ground trying gate moved crap
positive,tweeted times week flight info storm timely tweet
neutral,instead bourbon street quiet planes savethediagonals
negative,mex nrt getting usd difference quotations september compared mex bkk
positive,props las employees c11 gate am opposed flying las
neutral,captain apologize delay company looking gate starboard
negative,connection ord fwa boards ten minutes plane landed hour late flight
positive,ohk thank inexpensive airfares southwest travel
neutral,reinstating kosher meals dropped shortly merger
negative,united gold hold minutes lost nowhereland gold reservation help
positive,mins ago hrs appreciate support voucher essentials
neutral,upfare segment gpu waitlisted
negative,oh planned occurs absolutely consistently usually yyj flight cancelled flightled daily
positive,hosting party terminal atlanta peanutsonaplatter
neutral,cabin functionality mean taking customer satisfaction survey
negative,getting suggest senior manager gate retrain gate people
positive,watched crew flight help elderly lady
neutral,party service ezee flights confirmed born india told name steve wilson
negative,supporting own mechanics maintenance united video timco doing wifi
positive,guys rule dm thank
neutral,told united carry refund
negative,video outsourced favorite timco knack doing substandard maintenance aircraft
positive,stewardess gent headphones perfect
neutral,forelock guarantee fare fare seats
negative,formally complain customer service handler misconnected denied boarding lost bag
positive,flying denver airline cancelled flyswa denverairport
neutral,economy plus cabin qualifies premium cabin
negative,lot unhappy cold people bridge freezing temps hour info
positive,guys amazing sending people meet imagine dragons destinationdragons
neutral,address write account disappear
negative,flight outdoor track hour
positive,line mile sky harbor morning staff courteous expeditious thank onechildfourbags
neutral,gate agent club staff priority standby minor
negative,seriously wifi flight airline pls unwind bs
positive,realized wrong departure date thanks changes
neutral,ladies gents united airlines
negative,able rebook home sooner delayed flight linesforever customerservice fail
positive,week flew dal lax hour thank
neutral,question power outlets flight available premium cabin include economy plus cabin
negative,reason travel experience nightmare
positive,tfw1 appreciate tweet unexpected
neutral,la car ride dark palm springs technically maybe bumped class den phl
negative,pointless tweet follow try resolve
positive,wait due weather phone call super rep solved thank
neutral,believe follow send dm
negative,seriously wifi flight airline wifi
positive,world visit elderly relative
neutral,hi email share details thanks
negative,b4 boarding attendant shoe desk agents foot gross
positive,passbook option swa app thank
neutral,explain rewards elite premiere
negative,unitedairlines pm ord abq walk missing change
positive,flight yesterday msy thank beautiful
neutral,birthdays travel late flight april fave airline frontier
negative,hopefully baggage fees waived tomorrow actually flight compensation hotel
positive,example customer service morning msy headed atl alison bobbi gate b8 thank
neutral,resending confirmation code dm
negative,fine plundering dollars fine
positive,offers atlanta unprecedented perk
neutral,airlines ceo jeff disloyal loyal workers via
negative,fight cancelled flightled times week bother
positive,thx customer service rep alex patient help reflight booking cancelled flighted flight getting
neutral,guidelines bag bit taller guidelines gonna
negative,waiting pilot door plane broke am global services status airline unsafe stunning
positive,thank help adam awesome gate agents b12 las getting
neutral,newark nj saturday due expected snow
negative,reimbursed hotel taxis cancelled flightation
positive,thanks getting home denver tonight despite
neutral,am following united page
negative,awesome flight crew ua1589 re plane jurassic period called
positive,delacy compassionate despite flight challenges passengers feel
neutral,currently standby lax hour ride palm springs day starting snowy am philly
negative,united unable look flight reservation passenger name yyz counter wow smh customerservice
positive,crew flt customer service professionals baggage claim thank
neutral,sorry wrong link bag thats meant
negative,phone hour customer service figure awesome service
positive,thanks helping class act
neutral,tell bag accepted personal item bring bag plus
negative,piss people farelock option
positive,kudos adding passbook love
neutral,policy changing passengers seating assignments gate
negative,week shanghai sfo delay bc engine delay sick pilot compensation care
positive,male flight attendant flight orlando indy raise experience
neutral,purchased ticket hawaii trip late mean acquire miles based price distance flown
negative,confusing lost priority boarding mileage plus card
positive,thx grand view flt seatac phx grandcanyon arizona wow love photography
neutral,played bizarre safety video seen
negative,shes rescheduled frigid cold reason maintenance issue
positive,thank efforts jamie mckinnie buf true major delays owning raise
neutral,direct call request refund telling valid changed ticket site
negative,international bag sense maintenance
positive,thanks cancelled flightled flight
neutral,copy edition hemisphere magazine flying
negative,contacted directly phone service laissez faire cancelled flightled flight
positive,sent drink coupons free drinks
neutral,normally people toddlers maybe planes kid section
negative,international phone fritz chicago nearly hrs figure
positive,love southwest accept flight attendants talents flyswa
neutral,confirmation njv4bp email confirmation flight nyc sfo feb
negative,sorry delayed response ua chicago san fran held hour tarmac lost bags
positive,flying april time southwest flew american airlines time meh
neutral,changing mileageplus winners losers airline travel loyalty rewards
negative,okay thanks please update told airport call
positive,thanks sending kid destinationdragons concert vegas
neutral,thank flight durango driving farmington mexico hitting slopes
negative,gate iad released passengers board deplaning peopleon bridge flight board
positive,minutes tweet able reschedule flight
neutral,stand frustrating appreciate patience try
negative,public extend vacation week advertise multiple flights honor
positive,gate attendant mccarran c16 beyond day frustration welcome
neutral,roundtrip tickets nj dramatically cheaper virgin pretty pricey via united match
negative,cancelled flights flt ewr wife yr ny catch customerservice dead
positive,cheers denver staff keeping smiling
neutral,ua rolling improvements hoping catch soon meantime ana
negative,arriving day half late flightr supposed lesson day believe verbal written confirmations united
positive,blackhistorymonth atl singer musician life blacklivesmatter
neutral,actually consider mistake complain beyond indicated reservation
negative,arriving airport hours departure time missing flight bc actually electronic ticket
positive,hope apart team job
neutral,day travel swag ijustwanttosleep
negative,hour delay sorry voucher missing time family family precioustime
positive,heading denver employees pleasant told application
neutral,filled form sent link
negative,people trying schedule worth missed connections shameful
positive,wanna incredible sending people idols soo destinationdragons
neutral,cost check additional bag traveling newark glasgow thank
negative,unfriendly screw family hates kids moms waiting ua871 pray fyvrfn due agent error tickt
positive,thank left ipad plane filled lost found form yall found shipped thank flysw
neutral,teaching travelers research budget save trip
negative,gate agent ewr disabled wheel chair time board please step step lol
positive,left computer plane weeks late flightr found sent greatservice happy customer
neutral,snagging overall notsurprising luvthem
negative,forces check baby bag overbooked flight complains wife baby united baby meals
positive,thanks cancelled sent info
neutral,update emergency landing jacksonville parentsonboard
negative,flight san francisco refuse board baby time board wont baby carryon bag
positive,incredible smooth flight tho turbulence pilots
neutral,hold minutes please help
negative,scheduled flights reservation literally unreal
positive,thank thank thank coming sincerely happen swa thankyou
neutral,develop ding browser extension swell
negative,ord hotel issued tickets fixing hour agents l8r nightmare
positive,care indian aunties gold standard thanks
neutral,suicide leading cause death teens
negative,hours rebook hours l8r arrive gate stopped cause infant sitting yr lap
positive,hello southwestair happy flying morning looking forward comfortable fight
neutral,status bag check ffl
negative,arrived yyz flight taiwan reservation missing ticket slow agent sukhdeep caused miss flt
positive,attendants atl airport helpful cancelled flightlations morning
neutral,flight bwi delayed miss flight denver hold plane
negative,people awesome hours easy sorry twitter help ppl
positive,flt crew orangecounty denver weather delay pilots invited kids luv
neutral,teyana taylor performing medusafridays free till11 themenofbusiness
negative,guess excuse understaffed costumer services people deal lots angry passengers weather
positive,amazing experience staff dia night blown hospitality wife crutches
neutral,flight birmingham tomorrow night reschedule earlier flight expected snow
negative,cancelled flightled wife flt follow dm details
positive,trip past week vegas pic southwest
neutral,time flying southwest trip mx october
negative,departed awaiting inbound plane yesterday hours arrived stay overnight
positive,glad guys business class ur competitors
neutral,idea winter advisory posted atl tomorrow phl tonight
negative,english dm plane appear
positive,thanks service staff letting change flight times pvd skies
neutral,barzegar charges tourists euros night stay tent village runs
negative,looks consecutive delayed flight win prize air fly sba
positive,favorite wait book flight orleans trip
neutral,please sense companion promo set
negative,sitting plane pilot waitingonapilot denver siouxfalls whyairtravelsucks
positive,loving boarding chicago keepitmovin
neutral,unfortunately phone died chance grab oma san
negative,answer oops miles sorry pays discomfort
positive,la flight clarence guys thanks
neutral,live atlanta cant enroll atlanta companion promotion error time help sent email
negative,received hotel food email miles trip hr delay miles cancelled flightlation
positive,hey wanna guys lot jet blue
neutral,hey flying tampa denver seats
negative,ua5282 delayed getting crazy overnight delays unitedairlines
positive,hey sourhwest send atlanta fly southwest forever guys
neutral,carol thrower passengers fort lauderdale airport
negative,frustratingly delay happened gate onboard heads
positive,dreams true destinationdragons scavenger win chance imagine
neutral,airline trouble getting satisfactory customer service contact negotiate resolutions
negative,ua3426 delayed hours stretching trip past midnight extremely
positive,plane arrived pretty time degrees ground texas complain
neutral,hey help flight nashville washington dc raleigh march
negative,rebooked hr layover robbing night family late flight fly time
positive,thanks ride chicago kmdw b738
neutral,traditionally sledge hammer low taking share driving scalpel approach data science anamarketers
negative,switched fly united delta past trips disappointed ua4646 delayed
positive,flt emer stop albuquer heart condition crew awesome pilot maverick divert
neutral,largest airline passengers wonder customer service bible anamarketers
negative,flight status updated delayed ua1532 board
positive,thanks appreciate kindness adjusting reservation snowstorms prefer southwest
neutral,resource check flightlations love field flying tomorrow am stressed
negative,paid economy plus boarding gate check bags
positive,guys held flight thank mdw oakland thanks
neutral,flight arrives e11 penguin plane
negative,travelled iha feb ac sit night complaint fa real answer
positive,time flying definitely won
neutral,stepup makeitright re money hungry wewillsee
negative,worst airline crap website worthless app late flight flight shut
positive,letter flight attendant child inspired thank
neutral,helped partnerrewards incoming fast pts expiring
negative,jh thanks reaching able assistance waiting minutes
positive,luved sjc gate agent am boarded flight dal name represents brand
neutral,rr pts expired days ago planning flight booking trip tight budget
negative,stand pilot paperwork fix fixed ago flight
positive,thanks awesome flight delayed staff crew purely
neutral,urgently receipts sent cs closed help
negative,reasonable wait mins bag check flight staff police overhead bins
positive,thx smooth landing abt weather takemeback
neutral,traveling sister waiting nephew eventually landed
negative,please msg customer service invoice dry cleaning able wet clothes airport
positive,bird employees awesome passengers killed buzz
neutral,day chance late flight honest
negative,hour delay print piece
positive,lucky people annamarie norris bwi hope recognized excellent cust service
neutral,quick question bought wifi phone buy tablet hours left trip
negative,able seat assign paying cust sec
positive,wish seen hours tonight crying
neutral,hello swa poc partnerships nonprofit organizations bwi
negative,reference agent told drive airport reach deliver
positive,feels day thanks ontime departure bestinclass takemehome
neutral,assigned seating cousin probably sit flight tomorrow thanks
negative,slightly crew spent time searching altitude helped pax sharp drops
positive,trip yesterday outstanding flight attendants
neutral,forget wedding fairs discounts nonprofits donate worth single day
